time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-08-06T08:22:58.340Z,11.008,-62.16,74,4.7,mb,97,,,1.11,us,usp0009y01,2014-11-07T01:10:49.764Z,"49 km NNE of Güiria, Venezuela",earthquake,,4,,18,reviewed,us,us
2000-08-06T07:54:35.200Z,48.754,142.241,10,4.9,mb,75,,,1.13,us,usp0009xzz,2014-11-07T01:10:49.756Z,"38 km SSE of Uglegorsk, Russia",earthquake,,,,33,reviewed,us,us
2000-08-06T07:27:12.900Z,28.856,139.556,394.8,7.4,mwc,588,,,0.9,us,usp0009xzy,2022-04-29T18:47:44.258Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2000-08-06T05:15:41.320Z,-5.249,-77.832,33,4.9,mb,43,,,1,us,usp0009xzs,2014-11-07T01:10:49.679Z,"54 km N of Yambrasbamba, Peru",earthquake,,,,17,reviewed,us,us
2000-08-05T22:53:56.210Z,53.954,168.631,33,4.5,mb,74,,,1.09,us,usp0009xzd,2014-11-07T01:10:49.483Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,20,reviewed,us,us
2000-08-05T19:43:07.920Z,-5.845,130.309,171.2,5.5,mwc,193,,,0.93,us,usp0009xz7,2022-04-29T18:47:43.118Z,"271 km W of Tual, Indonesia",earthquake,,3.5,,,reviewed,us,hrv
2000-08-05T19:25:59.110Z,-5.266,-77.799,33,4.6,mb,54,,,0.8,us,usp0009xz6,2014-11-07T01:10:49.326Z,"53 km NNE of Yambrasbamba, Peru",earthquake,,,,23,reviewed,us,us
2000-08-05T18:26:13.640Z,34.255,139.185,10,4.6,mb,41,,,1.25,us,usp0009xz0,2014-11-07T01:10:49.305Z,"near the south coast of Honshu, Japan",earthquake,,,,19,reviewed,us,us
2000-08-05T15:18:14.210Z,-18.572,176.255,33,4.7,mb,27,,,1,us,usp0009xyw,2014-11-07T01:10:49.281Z,"149 km SW of Nadi, Fiji",earthquake,,,,7,reviewed,us,us
2000-08-05T15:16:22.830Z,-34.128,-68.48,47.5,4.5,mb,31,,,,us,usp0009xyv,2014-11-07T01:10:49.277Z,"56 km NNW of San Rafael, Argentina",earthquake,,,,7,reviewed,guc,us
2000-08-05T10:49:03.120Z,23.889,143.727,67,4.5,mb,44,,,0.82,us,usp0009xyh,2014-11-07T01:10:49.237Z,"Volcano Islands, Japan region",earthquake,,,,14,reviewed,us,us
2000-08-05T09:37:13.550Z,-0.689,123.481,33,4.6,mb,12,,,1.15,us,usp0009xyf,2014-11-07T01:10:49.233Z,"82 km ENE of Luwuk, Indonesia",earthquake,,,,4,reviewed,us,us
2000-08-05T09:24:30.180Z,-60.991,-39.028,33,4.7,mb,8,,,0.61,us,usp0009xyd,2014-11-07T01:10:49.229Z,"Scotia Sea",earthquake,,,,3,reviewed,us,us
2000-08-05T08:30:10.400Z,-6.377,130.209,140.5,5.5,mwc,185,,,0.98,us,usp0009xyc,2016-11-09T23:09:32.932Z,"293 km WSW of Tual, Indonesia",earthquake,,3.3,,,reviewed,us,hrv
2000-08-05T06:52:22.550Z,48.801,142.264,10,4.8,mb,137,,,0.83,us,usp0009xy7,2014-11-07T01:10:49.192Z,"34 km SSE of Uglegorsk, Russia",earthquake,,,,56,reviewed,us,us
2000-08-05T06:13:32.560Z,-24.38,-112.031,10,5.3,mwc,81,,,0.82,us,usp0009xy4,2016-11-09T23:09:32.356Z,"Easter Island region",earthquake,,,,,reviewed,us,hrv
2000-08-05T06:03:32.950Z,34.325,138.927,10,4.5,mb,19,,,1.38,us,usp0009xy2,2014-11-07T01:10:49.166Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-08-05T05:02:27.300Z,5.491,125.282,200.6,4.5,mb,46,,,1.08,us,usp0009xy1,2014-11-07T01:10:49.161Z,"12 km SW of Balangonan, Philippines",earthquake,,5.2,,12,reviewed,us,us
2000-08-05T04:15:35.820Z,34.142,139.101,10,4.9,mb,64,,,1.05,us,usp0009xxz,2014-11-07T01:10:49.147Z,"61 km SSE of Shimoda, Japan",earthquake,,,,20,reviewed,us,us
2000-08-05T03:54:00.790Z,-27.557,65.774,10,4.6,mb,15,,,0.8,us,usp0009xxx,2014-11-07T01:10:49.143Z,"Indian Ocean Triple Junction",earthquake,,,,6,reviewed,us,us
2000-08-05T02:55:00.360Z,-7.234,128.489,100.3,5.2,mb,131,,,0.93,us,usp0009xxu,2014-11-07T01:10:49.123Z,"217 km NE of Lospalos, Timor Leste",earthquake,,3.5,,30,reviewed,us,us
2000-08-05T01:42:28.500Z,48.803,142.214,10,4.7,mb,75,,,0.99,us,usp0009xxp,2014-11-07T01:10:49.106Z,"32 km SSE of Uglegorsk, Russia",earthquake,,,,35,reviewed,us,us
2000-08-05T01:13:22.880Z,48.63,142.318,10,4.6,ms,53,,,1.15,us,usp0009xxm,2014-11-07T01:10:49.099Z,"29 km NE of Krasnogorsk, Russia",earthquake,,,,1,reviewed,us,us
2000-08-05T01:08:07.930Z,28.297,142.461,33,4.8,mb,14,,,0.89,us,usp0009xxk,2014-11-07T01:10:49.097Z,"Bonin Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-08-04T23:55:15.570Z,34.119,139.205,10,4.8,mb,29,,,1.07,us,usp0009xxf,2014-11-07T01:10:49.085Z,"66 km SSE of Shimoda, Japan",earthquake,,,,7,reviewed,us,us
2000-08-04T23:34:18.100Z,-31.454,-178.55,33,5.3,mb,91,,,1.11,us,usp0009xxc,2014-11-07T01:10:49.074Z,"Kermadec Islands region",earthquake,,,,13,reviewed,us,us
2000-08-04T22:27:13.600Z,48.961,142.273,10,4.6,mb,19,,,0.93,us,usp0009xx5,2014-11-07T01:10:49.060Z,"20 km SE of Uglegorsk, Russia",earthquake,,,,3,reviewed,us,us
2000-08-04T22:11:12.620Z,48.893,142.146,10,4.5,mb,35,,,1.08,us,usp0009xwz,2014-11-07T01:10:49.047Z,"21 km SSE of Uglegorsk, Russia",earthquake,,,,14,reviewed,us,us
2000-08-04T22:06:37.320Z,41.935,142.809,33,4.6,mb,18,,,0.98,us,usp0009xwy,2014-11-07T01:10:49.045Z,"57 km SE of Shizunai-furukawach?, Japan",earthquake,,,,3,reviewed,us,us
2000-08-04T21:46:13.650Z,1.992,126.722,66.9,4.8,mb,53,,,1.23,us,usp0009xww,2014-11-07T01:10:49.036Z,"146 km WNW of Tobelo, Indonesia",earthquake,,11.1,,17,reviewed,us,us
2000-08-04T21:29:27.680Z,48.922,142.113,10,5.3,mb,206,,,0.7,us,usp0009xwv,2014-11-07T01:10:49.020Z,"17 km SSE of Uglegorsk, Russia",earthquake,,,,58,reviewed,us,us
2000-08-04T21:13:02.710Z,48.786,142.246,10,6.8,mwc,593,,,0.89,us,usp0009xws,2022-04-29T18:47:41.985Z,"35 km SSE of Uglegorsk, Russia",earthquake,,,,,reviewed,us,hrv
2000-08-04T18:39:12.700Z,-38.1,176.99,81,4.6,ml,15,,,,us,usp0009xwn,2014-11-07T01:10:48.954Z,"15 km S of Whakatane, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-08-04T13:33:47.980Z,10.041,126.157,63.5,4.5,mb,43,,,1.25,us,usp0009xwb,2014-11-07T01:10:48.929Z,"13 km E of Santa Monica, Philippines",earthquake,,10.8,,12,reviewed,us,us
2000-08-04T09:18:40.390Z,-17.768,-178.764,559.8,4.5,mb,116,,,0.73,us,usp0009xw1,2014-11-07T01:10:48.902Z,"206 km E of Levuka, Fiji",earthquake,,,,35,reviewed,us,us
2000-08-04T07:47:44.040Z,0.152,126.438,114.8,5.6,mwc,144,,,1.23,us,usp0009xvz,2022-04-29T18:47:40.857Z,"126 km SW of Ternate, Indonesia",earthquake,,2.5,,,reviewed,us,hrv
2000-08-04T07:17:56.590Z,34.308,139.143,10,4.8,mb,71,,,0.79,us,usp0009xvx,2014-11-07T01:10:48.875Z,"44 km SSE of Shimoda, Japan",earthquake,,,,30,reviewed,us,us
2000-08-04T05:05:17.560Z,-22.976,169.752,33,5,mwc,51,,,0.88,us,usp0009xvs,2016-11-09T23:08:56.205Z,"234 km E of Vao, New Caledonia",earthquake,,,,,reviewed,us,hrv
2000-08-04T03:20:36.400Z,-12.804,66.257,10,4.9,mb,49,,,1.07,us,usp0009xvk,2014-11-07T01:10:48.832Z,"Mid-Indian Ridge",earthquake,,,,11,reviewed,us,us
2000-08-04T03:14:10.970Z,-12.776,66.252,10,5.1,mb,105,,,1.11,us,usp0009xvj,2014-11-07T01:10:48.813Z,"Mid-Indian Ridge",earthquake,,,,34,reviewed,us,us
2000-08-04T03:11:49.970Z,-12.723,66.171,10,5,mb,132,,,1.12,us,usp0009xvh,2014-11-07T01:10:48.801Z,"Mid-Indian Ridge",earthquake,,,,37,reviewed,us,us
2000-08-04T02:08:16.070Z,-29.85,-178.287,101.8,5.1,mwc,115,,,1.07,us,usp0009xvd,2016-11-09T23:08:55.419Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,hrv
2000-08-04T00:20:36.140Z,0.483,121.306,109.6,4.8,mb,71,,,1.12,us,usp0009xva,2014-11-07T01:10:48.769Z,"195 km W of Gorontalo, Indonesia",earthquake,,6.7,,19,reviewed,us,us
2000-08-03T22:56:32.130Z,-6.323,131.006,33,5.1,mwc,47,,,0.87,us,usp0009xv7,2016-11-09T23:08:14.927Z,"208 km WSW of Tual, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-08-03T22:55:50.970Z,-11.705,165.265,33,4.7,mb,17,,,0.71,us,usp0009xv6,2014-11-07T01:10:48.758Z,"123 km SSW of Lata, Solomon Islands",earthquake,,,,6,reviewed,us,us
2000-08-03T22:21:44.710Z,-17.591,-71.911,71.8,4.8,mb,34,,,1.2,us,usp0009xv2,2014-11-07T01:10:48.747Z,"48 km SSW of Punta de Bombón, Peru",earthquake,,14.1,,20,reviewed,us,us
2000-08-03T21:34:52.940Z,27.844,127.563,33,4.6,mb,40,,,1.13,us,usp0009xv0,2014-11-07T01:10:48.741Z,"142 km NNW of Nago, Japan",earthquake,,,,16,reviewed,us,us
2000-08-03T21:19:12.730Z,3.193,67.286,10,4.7,mb,49,,,1.43,us,usp0009xuz,2014-11-07T01:10:48.736Z,"Carlsberg Ridge",earthquake,,,,19,reviewed,us,us
2000-08-03T20:34:29.230Z,-20.442,67.824,10,4.7,mb,13,,,0.62,us,usp0009xut,2014-11-07T01:10:48.723Z,"Mid-Indian Ridge",earthquake,,,,5,reviewed,us,us
2000-08-03T20:12:05.550Z,-27.465,-64.997,31.5,4.8,mb,35,,,1.11,us,usp0009xur,2014-11-07T01:10:48.718Z,"13 km WNW of Termas de Río Hondo, Argentina",earthquake,,,,9,reviewed,us,us
2000-08-03T19:25:56.200Z,-17.604,-71.744,33,5.2,mb,61,,,0.89,us,usp0009xum,2014-11-07T01:10:48.705Z,"42 km W of Pacocha, Peru",earthquake,,,,34,reviewed,us,us
2000-08-03T19:23:38.860Z,34.123,139.095,10,5.1,mb,72,,,1.05,us,usp0009xuk,2014-11-07T01:10:48.698Z,"62 km SSE of Shimoda, Japan",earthquake,,,,29,reviewed,us,us
2000-08-03T19:22:11.250Z,-17.684,-71.968,33,5.8,mwc,159,,,1.21,us,usp0009xuj,2022-04-29T18:47:39.676Z,"59 km SSW of Punta de Bombón, Peru",earthquake,,,,,reviewed,us,hrv
2000-08-03T18:02:36.400Z,-55.193,-128.374,10,4.7,mb,14,,,1.34,us,usp0009xu7,2014-11-07T01:10:48.657Z,"Pacific-Antarctic Ridge",earthquake,,,,5,reviewed,us,us
2000-08-03T17:54:43.440Z,-17.642,-178.842,600,4.5,mb,21,,,0.79,us,usp0009xu4,2014-11-07T01:10:48.648Z,"200 km ENE of Levuka, Fiji",earthquake,,,,10,reviewed,us,us
2000-08-03T17:19:21.030Z,34.175,139.191,10,4.6,mb,25,,,0.85,us,usp0009xu2,2014-11-07T01:10:48.643Z,"60 km SSE of Shimoda, Japan",earthquake,,,,8,reviewed,us,us
2000-08-03T17:01:57.700Z,11.804,143.13,33,5.1,mwc,105,,,1,us,usp0009xu1,2016-11-09T23:08:13.668Z,"232 km SW of Merizo Village, Guam",earthquake,,,,,reviewed,us,hrv
2000-08-03T15:42:01.150Z,34.306,139.12,10,4.5,mb,29,,,0.85,us,usp0009xts,2014-11-07T01:10:48.599Z,"44 km SSE of Shimoda, Japan",earthquake,,,,12,reviewed,us,us
2000-08-03T15:41:24.150Z,34.139,139.256,10,4.5,mb,11,,,0.93,us,usp0009xtr,2014-11-07T01:10:48.597Z,"66 km SSE of Shimoda, Japan",earthquake,,,,2,reviewed,us,us
2000-08-03T14:26:26.340Z,34.167,139.276,10,4.5,mb,36,,,1.27,us,usp0009xtg,2014-11-07T01:10:48.578Z,"64 km SSE of Shimoda, Japan",earthquake,,,,10,reviewed,us,us
2000-08-03T13:18:09.000Z,34.172,139.14,10,5.3,mwc,273,,,0.78,us,usp0009xt9,2022-04-29T18:47:38.534Z,"58 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-03T13:11:45.610Z,-29.128,-176.287,33,4.6,mb,10,,,0.98,us,usp0009xt7,2014-11-07T01:10:48.525Z,"Kermadec Islands region",earthquake,,,,8,reviewed,us,us
2000-08-03T12:21:57.350Z,34.069,139.124,10,4.8,mb,58,,,1.09,us,usp0009xt0,2014-11-07T01:10:48.505Z,"69 km SSE of Shimoda, Japan",earthquake,,,,24,reviewed,us,us
2000-08-03T12:18:24.120Z,33.938,139.42,10,4.8,mb,59,,,0.92,us,usp0009xsz,2014-11-07T01:10:48.498Z,"92 km SSE of Shimoda, Japan",earthquake,,,,24,reviewed,us,us
2000-08-03T12:17:19.730Z,34.23,139.2,10,4.8,mb,72,,,0.79,us,usp0009xsy,2014-11-07T01:10:48.490Z,"54 km SSE of Shimoda, Japan",earthquake,,,,18,reviewed,us,us
2000-08-03T12:13:10.760Z,34.171,139.155,10,5.4,mwc,119,,,0.91,us,usp0009xsx,2022-04-29T18:47:37.345Z,"59 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-03T12:09:55.500Z,34.045,139.281,10,4.6,mb,29,,,1.04,us,usp0009xsw,2014-11-07T01:10:48.465Z,"76 km SSE of Shimoda, Japan",earthquake,,,,3,reviewed,us,us
2000-08-03T12:07:24.490Z,34.364,139.212,10,4.6,mb,20,,,1.49,us,usp0009xsv,2014-11-07T01:10:48.462Z,"42 km SE of Shimoda, Japan",earthquake,,,,7,reviewed,us,us
2000-08-03T12:06:34.990Z,34.242,139.205,10,4.6,mb,33,,,1.28,us,usp0009xsu,2014-11-07T01:10:48.458Z,"53 km SSE of Shimoda, Japan",earthquake,,,,2,reviewed,us,us
2000-08-03T11:46:04.770Z,34.149,139.365,10,4.9,mb,23,,,1.16,us,usp0009xsq,2014-11-07T01:10:48.445Z,"70 km SSE of Shimoda, Japan",earthquake,,,,1,reviewed,us,us
2000-08-03T11:39:42.730Z,34.21,139.165,10,4.8,mb,53,,,0.8,us,usp0009xsp,2014-11-07T01:10:48.438Z,"55 km SSE of Shimoda, Japan",earthquake,,,,18,reviewed,us,us
2000-08-03T11:32:20.320Z,34.156,139.203,10,4.5,mb,28,,,1.31,us,usp0009xsm,2014-11-07T01:10:48.430Z,"62 km SSE of Shimoda, Japan",earthquake,,,,11,reviewed,us,us
2000-08-03T11:27:04.140Z,34.1,139.152,10,5.1,mwc,142,,,1.02,us,usp0009xsk,2022-04-29T18:47:36.062Z,"66 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-03T11:20:19.980Z,-45.087,-174.891,33,5,mb,25,,,1.12,us,usp0009xsh,2014-11-07T01:10:48.376Z,"182 km SE of Waitangi, New Zealand",earthquake,,,,4,reviewed,us,us
2000-08-03T10:53:10.000Z,33.98,139.207,10,4.7,mb,54,,,0.99,us,usp0009xs1,2014-11-07T01:10:48.323Z,"80 km SSE of Shimoda, Japan",earthquake,,,,19,reviewed,us,us
2000-08-03T10:43:54.960Z,11.159,139.598,33,4.7,mb,12,,,1.05,us,usp0009xrx,2014-11-07T01:10:48.310Z,"184 km NNW of Fais, Micronesia",earthquake,,,,4,reviewed,us,us
2000-08-03T10:42:20.210Z,34.019,139.287,10,4.6,mb,29,,,1,us,usp0009xru,2014-11-07T01:10:48.297Z,"79 km SSE of Shimoda, Japan",earthquake,,,,10,reviewed,us,us
2000-08-03T10:23:53.080Z,34.274,139.22,10,4.6,mb,40,,,0.63,us,usp0009xrj,2014-11-07T01:10:48.260Z,"51 km SSE of Shimoda, Japan",earthquake,,,,13,reviewed,us,us
2000-08-03T10:11:42.160Z,34.121,139.205,10,4.7,mb,41,,,1.02,us,usp0009xrg,2014-11-07T01:10:48.250Z,"66 km SSE of Shimoda, Japan",earthquake,,,,16,reviewed,us,us
2000-08-03T10:09:06.310Z,34.03,139.27,10,4.5,mb,20,,,1.36,us,usp0009xre,2014-11-07T01:10:48.243Z,"77 km SSE of Shimoda, Japan",earthquake,,,,6,reviewed,us,us
2000-08-03T10:07:46.710Z,34.189,139.141,10,4.6,mb,23,,,0.97,us,usp0009xrd,2014-11-07T01:10:48.238Z,"57 km SSE of Shimoda, Japan",earthquake,,,,4,reviewed,us,us
2000-08-03T09:58:55.780Z,34.135,139.325,10,4.6,mb,46,,,0.91,us,usp0009xr8,2014-11-07T01:10:48.218Z,"69 km SSE of Shimoda, Japan",earthquake,,,,12,reviewed,us,us
2000-08-03T09:47:36.670Z,34.118,139.154,10,4.5,mb,35,,,1.1,us,usp0009xr5,2014-11-07T01:10:48.206Z,"64 km SSE of Shimoda, Japan",earthquake,,,,2,reviewed,us,us
2000-08-03T09:19:03.130Z,34.083,139.257,10,4.6,mb,15,,,1.33,us,usp0009xqu,2014-11-07T01:10:48.159Z,"71 km SSE of Shimoda, Japan",earthquake,,,,1,reviewed,us,us
2000-08-03T09:04:44.680Z,34.071,139.11,10,4.9,ms,60,,,1.13,us,usp0009xqr,2014-11-07T01:10:48.135Z,"68 km SSE of Shimoda, Japan",earthquake,,,,1,reviewed,us,us
2000-08-03T08:53:19.640Z,0.482,121.286,101.3,5.6,mwc,98,,,1.13,us,usp0009xqm,2022-04-29T18:47:34.876Z,"197 km W of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-08-03T08:50:44.910Z,-0.177,124.963,56,5,mb,17,,,0.8,us,usp0009xqj,2014-11-07T01:10:48.094Z,"164 km S of Tondano, Indonesia",earthquake,,10.4,,4,reviewed,us,us
2000-08-03T08:34:18.970Z,-18.235,-175.058,33,4.7,mb,17,,,0.97,us,usp0009xq7,2014-11-07T01:10:48.058Z,"122 km WNW of Neiafu, Tonga",earthquake,,,,8,reviewed,us,us
2000-08-03T08:33:11.710Z,34.07,139.251,10,4.8,mb,57,,,1.13,us,usp0009xq6,2014-11-07T01:10:48.046Z,"72 km SSE of Shimoda, Japan",earthquake,,,,22,reviewed,us,us
2000-08-03T08:23:57.620Z,34.111,139.231,10,4.8,mb,64,,,0.99,us,usp0009xq3,2014-11-07T01:10:48.023Z,"68 km SSE of Shimoda, Japan",earthquake,,,,32,reviewed,us,us
2000-08-03T08:00:18.540Z,34.245,139.264,10,4.9,ms,67,,,1.07,us,usp0009xpw,2014-11-07T01:10:47.942Z,"56 km SSE of Shimoda, Japan",earthquake,,,,1,reviewed,us,us
2000-08-03T07:59:16.790Z,34.007,139.467,10,4.6,mb,29,,,1.22,us,usp0009xpv,2014-11-07T01:10:47.936Z,"88 km SSE of Shimoda, Japan",earthquake,,,,7,reviewed,us,us
2000-08-03T07:55:20.370Z,34.151,139.223,10,5.3,mwc,55,,,1.08,us,usp0009xpt,2022-04-29T18:47:33.679Z,"63 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-03T07:53:48.550Z,33.992,139.31,10,4.6,mb,29,,,1.15,us,usp0009xps,2014-11-07T01:10:47.911Z,"83 km SSE of Shimoda, Japan",earthquake,,,,11,reviewed,us,us
2000-08-03T07:48:40.750Z,34.071,139.243,10,4.5,mb,28,,,1.07,us,usp0009xpr,2014-11-07T01:10:47.905Z,"72 km SSE of Shimoda, Japan",earthquake,,,,10,reviewed,us,us
2000-08-03T07:21:52.530Z,34.057,139.121,10,4.5,mb,24,,,1.23,us,usp0009xpj,2014-11-07T01:10:47.878Z,"70 km SSE of Shimoda, Japan",earthquake,,,,6,reviewed,us,us
2000-08-03T05:30:12.260Z,31.078,131.308,35,5.6,mwc,165,,,0.92,us,usp0009xpc,2022-04-29T18:47:32.315Z,"45 km S of Kushima, Japan",earthquake,,5.6,,,reviewed,us,hrv
2000-08-03T01:37:40.340Z,-11.977,166.568,33,5,mb,50,,,1,us,usp0009xp5,2014-11-07T01:10:47.782Z,"162 km SSE of Lata, Solomon Islands",earthquake,,,,12,reviewed,us,us
2000-08-03T01:09:38.980Z,-12.037,166.448,33,6.6,mwc,218,,,1.02,us,usp0009xp4,2022-04-29T18:47:31.181Z,"161 km SSE of Lata, Solomon Islands",earthquake,,,,,reviewed,us,hrv
2000-08-02T22:28:30.220Z,34.224,139.225,10,4.5,mb,14,,,1.33,us,usp0009xnz,2014-11-07T01:10:47.679Z,"56 km SSE of Shimoda, Japan",earthquake,,,,2,reviewed,us,us
2000-08-02T21:42:27.790Z,34.15,139.221,10,5.3,mwc,178,,,1.07,us,usp0009xnw,2022-04-29T18:47:29.963Z,"63 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-02T21:14:30.750Z,34.124,139.383,10,4.8,mb,62,,,1.1,us,usp0009xnr,2014-11-07T01:10:47.566Z,"73 km SSE of Shimoda, Japan",earthquake,,,,19,reviewed,us,us
2000-08-02T11:08:30.120Z,31.197,131.256,60.8,4.7,mb,32,,,1.31,us,usp0009xn1,2014-11-07T01:10:47.241Z,"32 km S of Kushima, Japan",earthquake,,10,,9,reviewed,us,us
2000-08-02T10:43:55.670Z,34.266,139.061,10,4.8,mb,80,,,0.99,us,usp0009xmz,2014-11-07T01:10:47.215Z,"46 km SSE of Shimoda, Japan",earthquake,,,,38,reviewed,us,us
2000-08-02T10:33:43.100Z,-29.207,-176.406,33,4.9,mb,48,,,0.88,us,usp0009xmy,2014-11-07T01:10:47.199Z,"Kermadec Islands region",earthquake,,,,20,reviewed,us,us
2000-08-02T10:23:46.280Z,34.188,139.167,10,5.3,mwc,120,,,0.89,us,usp0009xmw,2022-04-29T18:47:28.789Z,"57 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-02T08:34:32.250Z,23.729,121.098,33,4.5,mb,37,,,1.17,us,usp0009xms,2014-11-07T01:10:47.121Z,"29 km SSE of Puli, Taiwan",earthquake,,,,10,reviewed,us,us
2000-08-02T07:07:42.680Z,-6.661,130.223,33,4.6,mb,18,,,0.94,us,usp0009xmg,2014-11-07T01:10:47.072Z,"Banda Sea",earthquake,,,,1,reviewed,us,us
2000-08-02T02:00:21.130Z,-7.678,150.863,69.5,4.7,mb,31,,,0.85,us,usp0009xm3,2014-11-07T01:10:46.998Z,"218 km SE of Kandrian, Papua New Guinea",earthquake,,15.9,,11,reviewed,us,us
2000-08-02T00:37:16.320Z,-17.945,-174.82,191.2,5.6,mwc,280,,,0.79,us,usp0009xm0,2022-04-29T18:47:27.552Z,"117 km NW of Neiafu, Tonga",earthquake,,,,,reviewed,us,hrv
2000-08-02T00:23:01.870Z,13.679,-90.643,66.1,5.2,mwc,112,,,1.28,us,usp0009xkz,2016-11-09T23:07:39.088Z,"28 km SSE of Iztapa, Guatemala",earthquake,,,,,reviewed,us,hrv
2000-08-01T23:12:02.560Z,-5.446,102.653,33,4.6,mb,30,,,0.85,us,usp0009xkw,2014-11-07T01:10:46.677Z,"170 km SSW of Pagar Alam, Indonesia",earthquake,,,,12,reviewed,us,us
2000-08-01T21:33:49.000Z,49.49,-126.13,41.3,4.6,mb,157,,,,us,usp0009xks,2016-07-23T00:03:27.710Z,"40 km NNW of Tofino, Canada",earthquake,,,,41,reviewed,pgc,us
2000-08-01T21:18:28.610Z,34.472,139.156,10,4.6,mb,25,,,1.28,us,usp0009xkq,2014-11-07T01:10:46.611Z,"29 km SE of Shimoda, Japan",earthquake,,,,11,reviewed,us,us
2000-08-01T18:54:46.070Z,-38.765,78.419,10,5.9,mwc,54,,,1.03,us,usp0009xkf,2022-04-29T18:47:26.373Z,"Mid-Indian Ridge",earthquake,,,,,reviewed,us,hrv
2000-08-01T18:17:31.520Z,-21.433,169.72,33,5,mb,48,,,1.04,us,usp0009xkd,2014-11-07T01:10:46.484Z,"191 km E of Tadine, New Caledonia",earthquake,,,,14,reviewed,us,us
2000-08-01T17:19:56.440Z,-5.016,102.802,33,4.6,mb,24,,,0.66,us,usp0009xkc,2014-11-07T01:10:46.474Z,"120 km SSW of Pagar Alam, Indonesia",earthquake,,,,6,reviewed,us,us
2000-08-01T15:17:38.970Z,5.704,124.352,424.8,5.3,mwc,98,,,0.95,us,usp0009xk7,2016-11-09T23:07:11.584Z,"40 km SSW of Maitum, Philippines",earthquake,,,,,reviewed,us,hrv
2000-08-01T15:14:13.570Z,-25.698,179.626,520.3,4.6,mb,74,,,0.95,us,usp0009xk6,2014-11-07T01:10:46.394Z,"south of the Fiji Islands",earthquake,,,,33,reviewed,us,us
2000-08-01T10:18:59.930Z,4.079,93.268,33,5.3,mwc,226,,,0.92,us,usp0009xjt,2016-11-09T23:07:11.090Z,"280 km SW of Banda Aceh, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-08-01T09:21:37.100Z,-16.817,174.361,33,5.8,mwc,135,,,0.94,us,usp0009xjq,2022-04-29T18:47:24.312Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
2000-08-01T09:10:31.370Z,-16.606,174.28,33,4.6,mb,12,,,1.27,us,usp0009xjn,2014-11-07T01:10:45.992Z,"Fiji region",earthquake,,,,4,reviewed,us,us
2000-08-01T08:39:17.240Z,-60.302,-26.598,33,5,mb,28,,,0.79,us,usp0009xjk,2014-11-07T01:10:45.959Z,"South Sandwich Islands region",earthquake,,,,12,reviewed,us,us
2000-08-01T08:21:26.420Z,50.15,157.325,33,4.6,mb,37,,,1.18,us,usp0009xjh,2014-11-07T01:10:45.927Z,"103 km SE of Severo-Kuril’sk, Russia",earthquake,,,,14,reviewed,us,us
2000-08-01T07:10:50.220Z,15.056,122.351,59.5,5.4,mwc,95,,,1.02,us,usp0009xjf,2022-04-29T18:47:22.821Z,"34 km ENE of Karligan, Philippines",earthquake,,4.7,,,reviewed,us,hrv
2000-08-01T05:54:41.630Z,-6.093,151.619,48.2,5.2,mwc,91,,,0.96,us,usp0009xjc,2016-11-09T23:07:09.538Z,"174 km ESE of Kimbe, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-08-01T04:39:58.410Z,-31.736,-66.916,131.1,4.5,mb,20,,,1.05,us,usp0009xja,2014-11-07T01:10:45.603Z,"109 km WNW of Candelaria, Argentina",earthquake,,9.6,,1,reviewed,us,us
2000-08-01T04:35:45.390Z,38.792,-29.009,10,5.1,mwc,155,,,1.02,us,usp0009xj9,2022-04-29T18:47:16.343Z,"39 km NW of Castelo Branco, Portugal",earthquake,,,,,reviewed,us,hrv
2000-08-01T02:26:14.100Z,-4.954,102.74,33,4.8,mb,47,,,0.73,us,usp0009xj6,2014-11-07T01:10:45.207Z,"117 km SSW of Pagar Alam, Indonesia",earthquake,,,,11,reviewed,us,us
2000-08-01T01:18:38.570Z,-29.251,-176.353,100,4.5,mb,18,,,0.65,us,usp0009xj2,2014-11-07T01:10:45.144Z,"Kermadec Islands region",earthquake,,,,2,reviewed,us,us
